teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHours,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,issueCount,onTimeIssueCount,lateIssueCount,SE Process grade
3,0,0,1,9,19,2.111,1.523,16,1.778,1.548,15,1.667,1.155,20,2.222,1.397,9.6,1.067,0.883,3,0,6.333,2.055,2.111,0.685,5.333,1.247,1.778,0.416,5,0.816,1.667,0.272,6.667,2.494,2.222,0.831,3.2,1.283,1.067,0.428,3,0,6.333,3.859,2.111,1.286,5.333,4.11,1.778,1.37,5,2.944,1.667,0.981,6.667,1.7,2.222,0.567,3.2,2.085,1.067,0.695,48,45,0.938,3362,70.042,64.201,24,1,23,2,0.957,0.044,1681,140,9.6,4.317,9,0,0,0,A
3,0,0,1,9,49,5.444,2.587,47,5.222,2.439,21.5,2.389,1.696,55,6.111,5.99,41.5,4.611,5.792,3,0,16.333,6.799,5.444,2.266,15.667,6.6,5.222,2.2,7.167,3.064,2.389,1.021,18.333,11.146,6.111,3.715,13.833,9.577,4.611,3.192,3,0,16.333,0.943,5.444,0.314,15.667,0.943,5.222,0.314,7.167,3.064,2.389,1.021,18.333,10.873,6.111,3.624,13.833,8.816,4.611,2.939,62,60,0.968,5290,85.323,77.882,31,6,30,7,0.96,0.04,2645,1267,15.5,11.413,15,0,0,0,A
6,0.167,0,0,24,105.143,4.381,2.995,72.714,3.03,2.563,35.714,1.488,1.73,237,9.875,9.964,73,3.042,4.653,6,0.707,26.286,6.763,4.417,1.149,18.179,5.596,3.06,0.969,8.929,2.635,1.47,0.35,59.25,31.38,9.94,5.204,18.25,9.601,3.024,1.456,4,0,17.524,6.459,4.381,1.615,12.119,3.984,3.03,0.996,5.952,3.465,1.488,0.866,39.5,19.764,9.875,4.941,12.167,10.604,3.042,2.651,41,37,0.902,1201,29.293,8.744,13.667,5.437,12.333,5.437,0.886,0.081,400.333,149.035,20.5,19.5,18.5,0,0,0,F
5,0.2,0,0,19,73.857,3.887,1.039,66.143,3.481,1.116,23.571,1.241,0.729,85.143,4.481,3.031,28.286,1.489,0.748,4.75,0.433,18.464,4.653,3.88,0.844,16.536,4.115,3.47,0.726,5.893,1.721,1.241,0.329,21.286,5.558,4.445,0.932,7.071,2.467,1.477,0.451,3.8,0.4,14.771,3.182,3.838,0.527,13.229,3.182,3.452,0.624,4.714,1.255,1.24,0.288,17.029,6.195,4.548,1.672,5.657,2.181,1.46,0.489,74,72,0.973,8818,119.162,82.88,24.667,13.912,24,13.14,0.984,0.023,2939.333,1770.865,14.8,1.166,14.4,0,0,0,A
5,0,0,0,20,42.857,2.143,0.64,40.429,2.021,0.91,84.857,4.243,5.58,265.286,13.264,25.785,22.286,1.114,0.6,5,0,10.714,1.972,2.143,0.394,10.107,2.275,2.021,0.455,21.214,9.779,4.243,1.956,66.321,35.053,13.264,7.011,5.571,1.025,1.114,0.205,4,0,8.571,1.482,2.143,0.37,8.086,1.939,2.021,0.485,16.971,10.666,4.243,2.666,53.057,83.494,13.264,20.874,4.457,1.632,1.114,0.408,116,116,1,4726,40.741,26.868,38.667,32.149,38.667,32.149,1,0,1575.333,955.815,29,25.229,29,0,0,0,A
5,0.4,0,0,20,51.286,2.564,1.512,24.643,1.232,1.368,57.571,2.879,4.353,98.857,4.943,5.732,19.143,0.957,1.483,5,0,12.821,5.066,2.564,1.013,6.161,1.764,1.232,0.353,14.393,8.428,2.879,1.686,24.714,19.597,4.943,3.919,4.786,3.24,0.957,0.648,4,0,10.257,2.355,2.564,0.589,4.929,4.566,1.232,1.141,11.514,12.215,2.879,3.054,19.771,9.569,4.943,2.392,3.829,3.891,0.957,0.973,61,59,0.967,2927,47.984,59.021,20.333,11.671,19.667,10.781,0.981,0.026,975.667,206.418,15.25,4.146,14.75,0,0,0,A
5,0,0,0,20,45.321,2.266,1.601,39.607,1.98,1.386,44.786,2.239,2.452,120.786,6.039,5.189,33.964,1.698,2.64,5,0,11.33,4.548,2.266,0.91,9.902,3.643,1.98,0.729,11.196,5.662,2.239,1.132,30.196,15.553,6.039,3.111,8.491,3.281,1.698,0.656,4,0,9.064,3.555,2.266,0.889,7.921,2.761,1.98,0.69,8.957,6.628,2.239,1.657,24.157,12.236,6.039,3.059,6.793,8.835,1.698,2.209,87,87,1,5727,65.828,91.145,29,5.354,29,5.354,1,0,1909,905.566,17.4,14.403,17.4,0,0,0,A
5,0.2,0,0,17,126.429,7.437,6.488,125.857,7.403,6.722,24.643,1.45,2.389,137.429,8.084,6.553,42.357,2.492,3.307,4.25,0.433,31.607,26.849,6.939,5.098,31.464,25.893,6.966,5.108,6.161,4.388,1.384,0.884,34.357,24.938,7.627,4.596,10.589,7.679,2.429,1.753,3.4,1.2,25.286,12.852,8.571,4.359,25.171,12.317,8.543,4.277,4.929,6.576,1.532,1.62,27.486,13.548,8.071,2.354,8.471,8.868,2.418,2.075,197,157,0.797,5840,29.645,16.103,65.667,53.331,52.333,40.877,0.858,0.1,1946.667,1331.813,39.4,39.388,31.4,0,0,0,A
5,0.2,1,0,17,56.143,3.303,2.724,72.143,4.244,7.934,140.214,8.248,27.947,161.143,9.479,11.87,30,1.765,1.875,4.25,0.829,14.036,3.723,3.399,0.964,18.036,14.482,4.332,3.633,35.054,49.661,7.263,9.79,40.286,15.251,10.311,4.964,7.5,2.179,1.821,0.521,3.4,0.49,11.229,5.28,3.412,1.851,14.429,16.804,4.569,5.71,28.043,50.295,9.261,16.807,32.229,30.133,8.738,7.196,6,3.906,1.774,1.253,8,6,0.75,521,65.125,123.194,4,2,3,1,0.833,0.167,260.5,151.5,8,0,6,0,0,0,A
6,0.167,0,0,24,120.571,5.024,3.989,56.143,2.339,2.195,18.143,0.756,0.912,195.143,8.131,5.362,42.286,1.762,1.748,6,0,30.143,9.978,5.024,1.663,14.036,3.036,2.339,0.506,4.536,3.252,0.756,0.542,48.786,20.489,8.131,3.415,10.571,5.86,1.762,0.977,4,0,20.095,8.894,5.024,2.224,9.357,4.385,2.339,1.096,3.024,2.034,0.756,0.509,32.524,14.447,8.131,3.612,7.048,4.7,1.762,1.175,151,149,0.987,15753,104.325,70.93,50.333,27.536,49.667,26.6,0.993,0.011,5251,2930.215,25.167,27.033,24.833,0,0,0,F
6,0.167,0,0,21,102.714,4.891,4.532,65.143,3.102,2.904,28.357,1.35,2.011,118.643,5.65,4.238,79.714,3.796,4.909,5.25,0.433,25.679,17.018,4.694,2.71,16.286,10.689,3.007,1.84,7.089,4.813,1.318,0.872,29.661,17.273,5.457,2.723,19.929,11.238,3.711,1.96,3.5,1.118,17.119,11.041,5.53,3.314,10.857,6.848,3.089,1.47,4.726,4.191,1.307,0.971,19.774,10.157,6.193,2.855,13.286,13.59,3.446,3.294,113,111,0.982,7707,68.204,62.519,37.667,9.877,37,10.198,0.978,0.017,2569,1205.422,18.833,12.334,18.5,0,0,0,A
6,0.167,0,0,24,52,2.167,1.434,48,2,1.599,51.571,2.149,2.255,114.071,4.753,5.508,32.357,1.348,1.714,6,0,13,5.385,2.167,0.898,12,5.831,2,0.972,12.893,5.129,2.149,0.855,28.518,7.367,4.753,1.228,8.089,3.764,1.348,0.627,4,0.577,8.667,3.364,2.191,0.833,8,3.83,2.027,0.945,8.595,5.446,2.042,1.165,19.012,17.435,4.764,4.341,5.393,4.503,1.328,1.109,146,145,0.993,14952,102.411,66.059,48.667,32.428,48.333,32.294,0.995,0.008,4984,3138.404,36.5,44.258,36.25,0,0,0,A
6,0,0,0,25,99.786,3.991,3.761,58.929,2.357,1.831,55.571,2.223,2.133,110.571,4.423,6.023,46.286,1.851,2.117,6.25,0.829,24.946,11.286,3.97,1.537,14.732,3.703,2.411,0.667,13.893,4.196,2.214,0.593,27.643,18.536,4.345,2.511,11.571,5.139,1.863,0.731,4.167,0.373,16.631,8.718,4.047,2.235,9.821,4.199,2.376,1.07,9.262,5.602,2.229,1.396,18.429,11.828,4.502,3.017,7.714,5.097,1.875,1.293,88,81,0.921,8148,92.591,94.879,29.333,16.859,27,16.391,0.903,0.031,2716,2369.642,17.6,9.891,16.2,0,0,0,A
5,0,0,0,16,78.714,4.92,5.154,44,2.75,2.759,19.143,1.196,1.346,121.143,7.571,5.776,28.857,1.804,1.576,4,1.225,19.679,26.817,3.69,4.262,11,15.116,2.021,2.434,4.786,4.183,1.051,0.574,30.286,29.084,6.509,4.291,7.214,6.892,1.554,1.013,4,0,19.679,8.935,4.92,2.234,11,1.876,2.75,0.469,4.786,1.342,1.196,0.336,30.286,13.895,7.571,3.474,7.214,3.001,1.804,0.75,85,80,0.941,2946,34.659,23.834,28.333,20.758,26.667,18.553,0.97,0.042,982,670.339,17,6.723,16,0,0,0,A
6,0.333,1,0,27,57.5,2.13,1.279,40.286,1.492,1.401,75.357,2.791,5.242,244.857,9.069,6.699,40.786,1.511,2.889,6.75,0.433,14.375,4.519,2.119,0.605,10.071,2.577,1.495,0.369,18.839,8.607,2.852,1.401,61.214,14.577,9.048,1.931,10.196,5.471,1.501,0.763,4.5,0.764,9.583,2.077,2.166,0.525,6.714,3.14,1.536,0.825,12.56,16.949,3.057,4.261,40.81,19.385,9.526,5.247,6.798,8.215,1.659,2.074,151,146,0.967,8092,53.589,29.035,50.333,16.819,49.333,16.68,0.978,0.016,2697.333,869.231,25.167,7.537,24.333,0,0,0,A
6,0.167,0,0,23,77.464,3.368,3.04,51.286,2.23,3.199,35.571,1.547,1.277,159.429,6.932,8.785,49.429,2.149,2.824,5.75,0.829,19.366,11.722,3.313,1.883,12.821,11.35,2.148,1.857,8.893,4.96,1.488,0.747,39.857,36.506,6.885,5.982,12.357,12.02,2.082,1.978,3.833,0.373,12.911,2.733,3.353,0.548,8.548,4.131,2.262,1.083,5.929,3.203,1.607,0.955,26.571,16.152,6.768,3.91,8.238,3.821,2.185,1.019,126,124,0.984,8190,65,45.858,42,27.289,41.667,26.949,0.995,0.007,2730,1900.88,25.2,22.956,24.8,0,0,0,A
6,0.833,1,0,24,51.143,2.131,1.118,28.071,1.17,1.051,27.786,1.158,1.144,91.286,3.804,5.21,18.357,0.765,1.029,6,0.707,12.786,4.462,2.131,0.724,7.018,2.872,1.164,0.464,6.946,3.99,1.122,0.633,22.821,13.531,3.857,2.253,4.589,3.007,0.783,0.497,4,0,8.524,2.473,2.131,0.618,4.679,3.014,1.17,0.754,4.631,3.057,1.158,0.764,15.214,12.686,3.804,3.171,3.06,2.237,0.765,0.559,73,73,1,7126,97.616,93.468,24.333,15.542,24.333,15.542,1,0,2375.333,1463.973,12.167,11.305,12.167,0,0,0,A
6,0,0,0,24,41.571,1.732,1.195,23.214,0.967,1.048,23.5,0.979,0.784,51.107,2.129,2.919,19.029,0.793,0.729,6,0,10.393,3.953,1.732,0.659,5.804,2.609,0.967,0.435,5.875,2.678,0.979,0.446,12.777,5.131,2.129,0.855,4.757,2.407,0.793,0.401,4,0,6.929,3.332,1.732,0.833,3.869,3.149,0.967,0.787,3.917,2.008,0.979,0.502,8.518,9.725,2.129,2.431,3.171,1.753,0.793,0.438,41,39,0.951,1657,40.415,26.649,13.667,6.236,13,5.354,0.97,0.043,552.333,269.333,8.2,8.976,7.8,0,0,0,F
3,0.333,0,1,9,45,5,3.742,21,2.333,0.667,35,3.889,2.424,39,4.333,2.357,19,2.111,1.197,3,0,15,4.967,5,1.656,7,0,2.333,0,11.667,1.247,3.889,0.416,13,6.377,4.333,2.126,6.333,2.055,2.111,0.685,3,0.816,15,5.099,5.639,3.151,7,2.16,2.333,0.236,11.667,3.3,4.278,1.983,13,5.888,4.139,0.789,6.333,1.7,2.278,0.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,F
6,0.167,0,0,41,138,3.366,1.884,68,1.659,1.643,117,2.854,7.073,381,9.293,8.62,63,1.537,2.085,13.667,7.846,46,30.011,3.119,0.511,22.667,17.825,1.482,0.356,39,34.098,2.469,0.855,127,97.184,7.756,3.002,21,17.282,1.319,0.394,6.833,1.462,23,9.11,3.25,1.053,11.333,4.607,1.595,0.398,19.5,19.636,2.86,3.23,63.5,41.78,9.24,5.645,10.5,12.244,1.443,1.497,253,228,0.901,28074,110.964,105.631,42.167,7.448,38.333,8.36,0.908,0.09,4679,1398.419,42.167,43.526,38.5,2,2,0,F
6,0.167,0,0,36,94.95,2.638,1.583,37.7,1.047,0.758,42.5,1.181,0.994,127.1,3.531,3.681,44,1.222,1.277,9,8.031,23.738,19.015,2.997,0.773,9.425,8.941,1.295,0.528,10.625,9.971,1.015,0.721,31.775,28.728,3.071,1.055,11,11.023,1.26,0.532,6,1.528,15.825,4.669,2.665,0.729,6.283,1.703,1.045,0.078,7.083,3.746,1.174,0.515,21.183,22.975,3.183,2.86,7.333,4.997,1.306,0.852,230,210,0.913,13859,60.257,37.935,38.333,15.818,35.5,15.381,0.932,0.092,2309.833,1107.884,46,29.799,42.4,2,2,0,A
3,0,0,1,16,37.8,2.363,2.421,23.5,1.469,0.992,34,2.125,1.9,76,4.75,8.648,5.5,0.344,0.458,5.333,2.357,12.6,8.789,2.651,1.304,7.833,5.137,1.357,0.505,11.333,4.11,2.333,0.526,25.333,29.934,3.738,4.182,1.833,0.85,0.381,0.121,5.333,0.943,12.6,2.248,2.396,0.351,7.833,3.793,1.417,0.531,11.333,9.534,1.917,1.559,25.333,21.171,4.611,3.359,1.833,1.546,0.319,0.246,212,123,0.58,10229,48.25,77.292,35.333,29.948,22,16.401,0.746,0.206,1704.833,2160.736,30.286,24.743,17.857,6,4,2,F
3,0,0,1,11,21,1.909,0.668,18,1.636,0.771,17,1.545,0.891,49,4.455,3.115,2.25,0.205,0.382,3.667,0.471,7,0.816,1.972,0.502,6,0.816,1.694,0.463,5.667,2.055,1.5,0.408,16.333,4.922,4.361,0.888,0.75,0.89,0.194,0.219,3.667,2.055,7,2.944,2.222,0.567,6,2.944,1.972,0.746,5.667,3.682,1.389,0.283,16.333,11.324,3.778,2.47,0.75,0.354,0.222,0.039,79,71,0.899,5745,72.722,56.867,13.167,13.837,12,11.648,0.971,0.065,957.5,693.467,15.8,8.818,14.2,2,1,1,F
3,0,0,1,19,108,5.684,4.014,55,2.895,2.03,76,4,3.713,98,5.158,3.438,46,2.421,2.135,6.333,2.867,36,19.253,6.289,2.994,18.333,5.949,3.356,1.418,25.333,15.456,3.844,0.77,32.667,14.384,5.544,1.642,15.333,8.26,2.511,0.76,6.333,0.471,36,10.198,5.603,1.163,18.333,8.994,2.825,1.239,25.333,16.214,3.968,2.621,32.667,10.53,5.214,1.862,15.333,8.179,2.357,1.139,90,69,0.767,3505,38.944,53.137,18,15.518,14.2,13.905,0.698,0.236,701,619.031,15,13.952,11.667,8,7,1,F
3,0,0,1,20,81,4.05,2.127,30.5,1.525,1.26,30.5,1.525,0.884,56,2.8,2.249,22.5,1.125,1.203,5,3.391,20.25,15.462,3.696,0.782,7.625,4.35,1.933,0.859,7.625,4.758,1.708,0.509,14,15.362,2,1.491,5.625,4.292,1.367,0.692,6.667,1.247,27,12.675,4.14,1.822,10.167,3.704,1.702,0.95,10.167,5.328,1.501,0.606,18.667,6.944,3.068,1.694,7.5,4.708,1.32,1.06,315,133,0.422,9029,28.664,52.78,52.5,20.654,23.167,13.68,0.431,0.111,1504.833,1065.966,52.5,34.331,22.833,4,2,2,F
7,0.143,0,0,41,102.929,2.51,1.872,76.357,1.862,1.631,74.857,1.826,1.574,464.429,11.328,14.772,81.5,1.988,2.086,5.125,2.421,12.866,9.928,2.234,1.336,9.545,9,1.631,1.184,9.357,6.644,1.597,0.748,58.054,43.1,10.059,7.411,10.188,8.832,1.654,0.889,5.857,0.639,14.704,3.271,2.561,0.727,10.908,2.37,1.875,0.406,10.694,5.448,1.797,0.827,66.347,77.4,10.483,10.817,11.643,7.589,2.068,1.522,260,179,0.689,13886,53.408,81.3,43.333,33.129,30.333,20.213,0.79,0.141,2314.333,1319.404,37.143,33.112,26.286,2,0,2,A
7,0.143,0,0,48,131,2.729,4.667,93.357,1.945,1.801,87.214,1.817,2.136,182.571,3.804,4.066,70.357,1.466,1.147,6,2.449,16.375,6.954,3.015,1.156,11.67,7.143,2.079,1.286,10.902,5.429,1.793,0.668,22.821,16.227,3.638,1.771,8.795,5.213,1.41,0.648,6.857,0.833,18.714,8.436,2.677,1.005,13.337,4.182,1.925,0.457,12.459,7.986,1.865,1.334,26.082,19.232,3.84,2.963,10.051,4.128,1.46,0.577,220,176,0.8,7115,32.341,22.713,36.667,18.892,30.333,17.726,0.762,0.145,1185.833,715.275,36.667,49.155,29.5,3,2,1,F
7,0.143,0,0,44,176.571,4.013,5.033,130.429,2.964,4.383,67.571,1.536,1.333,193.286,4.393,6.15,125.286,2.847,5.446,5.5,1.5,22.071,13.819,3.92,2.442,16.304,11.323,2.871,1.787,8.446,5.392,1.418,0.845,24.161,16.734,4.345,3.245,15.661,11.679,2.786,2.172,6.286,1.03,25.224,11.717,4.184,2.259,18.633,9.16,3.013,1.393,9.653,5.335,1.521,0.84,27.612,18.21,4.825,3.741,17.898,14.227,3.287,3.435,173,126,0.728,9537,55.127,42.515,28.833,14.927,21.667,11.397,0.794,0.226,1589.5,1378.378,28.833,27.667,21.5,2,0,2,A
6,0.167,0,0,37,78.357,2.118,1.919,74.357,2.01,1.923,34.857,0.942,1.498,127.143,3.436,4.411,22.571,0.61,1.177,4.625,0.992,9.795,8.053,1.963,1.464,9.295,7.914,1.869,1.473,4.357,3.131,0.934,0.733,15.893,11.01,3.417,2.609,2.821,1.486,0.605,0.245,6.167,1.067,13.06,3.953,2.086,0.467,12.393,3.668,1.991,0.481,5.81,3.506,0.964,0.543,21.19,12.805,3.694,2.57,3.762,3.789,0.643,0.696,118,97,0.822,11071,93.822,152.384,19.667,10.827,16.333,9.707,0.86,0.221,1845.167,1376.415,19.667,12.931,16.5,2,2,0,A
7,0.143,0,0,44,145.571,3.308,2.231,130.857,2.974,2.332,59.429,1.351,1.536,204.857,4.656,5.351,31.5,0.716,0.727,5.5,1.323,18.196,13.503,2.944,1.842,16.357,12.637,2.648,1.682,7.429,4.613,1.298,0.784,25.607,17.582,4.171,2.344,3.938,2.252,0.676,0.32,6.286,1.161,20.796,1.768,3.432,0.744,18.694,3.537,3.063,0.73,8.49,2.901,1.452,0.677,29.265,17.467,4.987,3.42,4.5,2.377,0.741,0.383,309,190,0.615,18317,59.278,54.517,51.5,46.093,32.5,20.998,0.751,0.216,3052.833,2240.123,44.143,19.364,27.571,1,0,1,A
6,0.167,0,0,40,219,5.475,5.115,186.714,4.668,2.971,78.857,1.971,2.055,221.286,5.532,4.66,110.714,2.768,4.488,5,2,27.375,16.401,5.563,3.47,23.339,12.076,4.708,2.314,9.857,5.182,1.956,0.752,27.661,12.328,5.784,2.732,13.839,11.798,2.851,2.888,6.667,0.745,36.5,16.429,5.475,2.312,31.119,9.507,4.667,1.306,13.143,8.212,2.021,1.246,36.881,14.546,5.53,2.024,18.452,15.423,2.796,2.323,196,166,0.847,7929,40.454,32.673,32.667,21.32,28.5,19.568,0.849,0.109,1321.5,776.197,39.2,16.916,33.2,1,0,1,A
6,0.167,0,0,35,56.321,1.609,0.86,48.429,1.384,2.033,35.071,1.002,0.879,176,5.029,3.675,44.786,1.28,1.714,4.375,1.576,7.04,3.319,1.542,0.59,6.054,5.674,1.271,1.14,4.384,3.098,0.899,0.463,22,14.963,4.487,2.699,5.598,4.593,1.197,0.832,5.833,1.067,9.387,4.399,1.569,0.603,8.071,6.137,1.28,0.974,5.845,2.668,0.958,0.413,29.333,14.742,4.878,1.904,7.464,5.492,1.25,0.937,5,4,0.8,104,20.8,6.493,1.667,0.471,1.333,0.471,0.833,0.236,34.667,5.249,5,0,4,2,1,1,A
3,0.333,1,1,17,52.857,3.109,1.516,47.714,2.807,1.278,32.143,1.891,0.998,109.714,6.454,6.279,33.143,1.95,1.029,2.429,0.728,7.551,2.537,3.146,0.714,6.816,2.555,2.721,0.57,4.592,2.412,1.83,0.693,15.673,9.646,6.126,3.241,4.735,2.216,1.901,0.633,5.667,1.247,17.619,9.641,2.849,1.318,15.905,8.8,2.563,1.121,10.714,3.158,1.937,0.507,36.571,35.835,5.599,4.842,11.048,4.599,1.885,0.6,110,82,0.746,4786,43.509,43.916,18.333,11.954,14.167,9.136,0.826,0.167,797.667,567.55,22,22.307,16.8,3,1,2,A
4,0,0,1,15,36,2.4,1.635,18.5,1.233,1.195,14.9,0.993,0.797,22.7,1.513,1.631,10.1,0.673,1.071,2.5,1.258,6,4.518,2.549,1.811,3.083,3.656,1.215,1.193,2.483,1.41,1.048,0.385,3.783,3.351,1.635,1.013,1.683,2.042,0.8,0.761,5,0.816,12,2.828,2.378,0.328,6.167,1.312,1.256,0.279,4.967,1.674,0.999,0.298,7.567,4.681,1.408,0.674,3.367,0.45,0.707,0.213,107,90,0.841,8332,77.869,125.004,17.833,16.466,15.167,12.746,0.915,0.089,1388.667,1610.103,21.4,8.709,18.2,2,0,2,F
4,0.25,0,1,14,21.464,1.533,2.185,16.786,1.199,1.599,17.393,1.242,1.61,31.571,2.255,2.684,10.643,0.76,1.304,2,0.535,3.066,2.724,1.962,2.053,2.398,1.741,1.532,1.583,2.485,1.682,1.314,0.88,4.51,3.138,2.469,1.554,1.52,1.62,0.903,0.92,4.667,1.247,7.155,4.383,1.59,0.843,5.595,3.357,1.206,0.555,5.798,3.183,1.19,0.392,10.524,5.763,2.732,2.145,3.548,2.739,0.763,0.476,177,87,0.492,3450,19.492,28.024,29.5,19.363,15.333,9.894,0.63,0.234,575,278.163,44.25,41.385,21.75,1,1,0,F
4,0,0,1,20,80.857,4.043,2.334,55.857,2.793,1.824,64.286,3.214,2.458,95.286,4.764,7.003,27.857,1.393,1.319,2.5,0.866,10.107,6.517,3.835,1.826,6.982,4.344,2.688,1.32,8.036,3.797,3.092,1.264,11.911,7.568,5.074,2.926,3.482,1.667,1.344,0.347,6.667,0.471,26.952,3.208,4.033,0.266,18.619,1.634,2.803,0.265,21.429,7.277,3.188,0.957,31.762,17.599,4.776,2.513,9.286,4.626,1.438,0.782,84,71,0.845,4542,54.071,67.318,14,7.528,12,6.608,0.896,0.169,757,266.641,16.8,14.621,14.4,1,0,1,F
7,0.143,0,0,32,138.857,4.339,3.221,121.857,3.808,2.755,59.857,1.871,1.958,167,5.219,4.342,58.786,1.837,1.753,5.333,1.599,23.143,11.341,4.394,1.972,20.31,9.995,3.793,1.766,9.976,5.831,1.758,0.757,27.833,16.365,5.01,2.556,9.798,5.199,1.803,0.77,5.333,0.471,23.143,7.957,4.249,1.067,20.31,5.757,3.749,0.725,9.976,6.949,1.851,1.341,27.833,13.313,5.098,2.146,9.798,6.427,1.868,1.31,337,319,0.947,24700,73.294,56.997,56.167,31.163,53.5,31.7,0.921,0.139,4116.667,2363.547,56.167,42.757,53.333,1,1,0,A
5,0.2,0,0,25,54.286,2.171,1.176,45.857,1.834,1.032,27.571,1.103,0.956,49.286,1.971,1.562,15.786,0.631,0.703,4.167,1.213,9.048,3.445,2.206,0.647,7.643,3.074,1.863,0.621,4.595,1.447,1.186,0.429,8.214,4.174,1.912,0.668,2.631,0.781,0.666,0.2,5,0.894,10.857,5.844,2.1,0.913,9.171,3.954,1.819,0.694,5.514,4.951,0.967,0.807,9.857,2.673,2.114,0.908,3.157,3.224,0.564,0.572,47,25,0.532,8257,175.681,331.837,11.75,11.497,6.5,4.822,0.663,0.216,2064.25,1468.7,11.75,6.3,6.5,2,2,0,A
5,0.2,1,0,25,34.357,1.374,0.811,32.714,1.309,0.983,42.357,1.694,1.139,56.786,2.271,1.573,20.857,0.834,0.588,4.167,1.462,5.726,2.842,1.441,0.494,5.452,2.528,1.382,0.456,7.06,1.412,2.004,0.896,9.464,5.623,2.214,0.863,3.476,1.394,0.854,0.162,5,0,6.871,1.587,1.374,0.317,6.543,2.687,1.309,0.537,8.471,3.941,1.694,0.788,11.357,1.323,2.271,0.265,4.171,1.553,0.834,0.311,70,62,0.886,3265,46.643,74.066,11.667,14.511,10.833,13.969,0.896,0.179,544.167,681.112,14,20.756,12.6,2,2,0,F
5,0.6,1,0,26,51.714,1.989,1.752,49.429,1.901,1.84,43.429,1.67,1.187,74.571,2.868,2.464,24.143,0.929,0.499,3.714,1.578,7.388,5.245,1.709,0.919,7.061,5.336,1.644,0.989,6.204,3.98,1.432,0.653,10.653,7.361,2.618,1.261,3.449,1.958,0.913,0.248,5.2,0.98,10.343,4.209,2.142,1.238,9.886,4.442,2.054,1.278,8.686,2.687,1.773,0.705,14.914,7.731,2.908,1.54,4.829,1.973,0.903,0.192,157,144,0.917,6045,38.503,29.023,26.167,11.88,24,10.786,0.934,0.088,1007.5,390.761,31.4,25.136,28.8,3,2,1,A
